uniqueVisitId,hitId,pagePath,ecommerce_action_type,transactionid
6652519355240112120:1478029442,6652519355240112120:1478029442:13,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
6652519355240112120:1478029442,6652519355240112120:1478029442:20,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
6652519355240112120:1478029442,6652519355240112120:1478029442:23,/google+redesign/apparel/men++s/men++s+t+shirts,1,
6652519355240112120:1478029442,6652519355240112120:1478029442:34,/google+redesign/apparel/men++s/men++s+t+shirts,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:13,/google+redesign/accessories/quickview,2,
4406321641138445418:1478055482,4406321641138445418:1478055482:48,/google+redesign/accessories/quickview,2,
4406321641138445418:1478055482,4406321641138445418:1478055482:55,/google+redesign/accessories,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:57,/google+redesign/accessories,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:60,/google+redesign/lifestyle/fun/malibu+sunglasses.axd,3,
4406321641138445418:1478055482,4406321641138445418:1478055482:64,/google+redesign/accessories/quickview,2,
4406321641138445418:1478055482,4406321641138445418:1478055482:78,/google+redesign/drinkware,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:91,/google+redesign/drinkware/quickview,2,
4406321641138445418:1478055482,4406321641138445418:1478055482:97,/revieworder.html,5,
1283403158686015283:1478039128,1283403158686015283:1478039128:6,/asearch.html/quickview,2,
383083436389104117:1478037447,383083436389104117:1478037447:15,/google+redesign/lifestyle/fun/malibu+sunglasses+green.axd,3,
383083436389104117:1478037447,383083436389104117:1478037447:31,/google+redesign/bags/water+bottles+and+tumblers,3,
4189895963942929512:1478052324,4189895963942929512:1478052324:12,/google+redesign/shop+by+brand/android,1,
4189895963942929512:1478052324,4189895963942929512:1478052324:13,/google+redesign/shop+by+brand/android/quickview,2,
4189895963942929512:1478052324,4189895963942929512:1478052324:24,/google+redesign/shop+by+brand/google/quickview,2,
4189895963942929512:1478052324,4189895963942929512:1478052324:25,/google+redesign/shop+by+brand/google,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:12,/google+redesign/accessories,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:14,/google+redesign/accessories,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:15,/google+redesign/accessories/quickview,2,
4406321641138445418:1478055482,4406321641138445418:1478055482:92,/google+redesign/drinkware,1,
4406321641138445418:1478055482,4406321641138445418:1478055482:94,/yourinfo.html,5,
9055868175841732320:1480254286,9055868175841732320:1480254286:3,/google+redesign/drinkware,1,
8198604450577095435:1480233504,8198604450577095435:1480233638:8,/payment.html,5,
8198604450577095435:1480233504,8198604450577095435:1480233638:10,/payment.html,5,
8198604450577095435:1480233504,8198604450577095435:1480233638:13,/revieworder.html,5,
3075146450341510642:1471534585,3075146450341510642:1471534585:22,/store.html,1,
3075146450341510642:1471534585,3075146450341510642:1471534585:28,/store.html,1,
3075146450341510642:1471534585,3075146450341510642:1471534585:31,/store.html,1,
3075146450341510642:1471534585,3075146450341510642:1471534585:32,/store.html/quickview,2,
3075146450341510642:1471534585,3075146450341510642:1471534585:37,/store.html,1,
3075146450341510642:1471534585,3075146450341510642:1471534585:56,/google+redesign/lifestyle/quickview,2,
4056799887692129654:1470769301,4056799887692129654:1470769301:3,/google+redesign/office/quickview,2,
3751396518408427591:1470765082,3751396518408427591:1470765082:5,/google+redesign/drinkware/quickview,2,
4838321574415987350:1470793073,4838321574415987350:1470793073:6,/google+redesign/office,1,
3635455599075444820:1470748555,3635455599075444820:1470748555:6,/google+redesign/apparel/men+s+t+shirts/google+mens+vintage+badge+tee+black.axd,3,
3971195759898871736:1470760845,3971195759898871736:1470760845:6,/google+redesign/electronics,1,
2129152163314060916:1470779507,2129152163314060916:1470779507:3,/google+redesign/bags/quickview,2,
4427341608992196092:1470777650,4427341608992196092:1470777650:9,/google+redesign/office/stickers/quickview,2,
1018879177082709539:1470770380,1018879177082709539:1470770380:4,/google+redesign/apparel/men++s/men++s+outerwear,1,
8703379898281854808:1470760665,8703379898281854808:1470760665:6,/google+redesign/bags/quickview,2,
2741643446120772519:1472102509,2741643446120772519:1472102509:5,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:14,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:16,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:24,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:26,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:29,/google+redesign/office/quickview,2,
2741643446120772519:1472102509,2741643446120772519:1472102509:32,/google+redesign/office,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:58,/google+redesign/bags,1,
2741643446120772519:1472102509,2741643446120772519:1472102509:94,/google+redesign/office,3,
2741643446120772519:1472102509,2741643446120772519:1472102509:96,/google+redesign/office,3,
2741643446120772519:1472102509,2741643446120772519:1472102509:103,/google+redesign/office,3,
4217904838120102001:1472079517,4217904838120102001:1472079517:9,/google+redesign/apparel/men++s/men++s+outerwear,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:19,/google+redesign/lifestyle/quickview,2,
4217904838120102001:1472079517,4217904838120102001:1472079517:40,/google+redesign/lifestyle/quickview,2,
4217904838120102001:1472079517,4217904838120102001:1472079517:50,/google+redesign/lifestyle,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:58,/google+redesign/office,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:60,/google+redesign/office,3,
4217904838120102001:1472079517,4217904838120102001:1472079517:83,/google+redesign/electronics/quickview,2,
4217904838120102001:1472079517,4217904838120102001:1472079517:107,/google+redesign/electronics,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:116,/google+redesign/drinkware,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:127,/store.html,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:130,/google+redesign/apparel/men++s/men++s+t+shirts,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:132,/google+redesign/apparel/men++s/men++s+t+shirts,1,
4217904838120102001:1472079517,4217904838120102001:1472079517:147,/google+redesign/lifestyle,3,
4217904838120102001:1472079517,4217904838120102001:1472079517:159,/yourinfo.html,5,
6553890260973501420:1478755190,6553890260973501420:1478755190:7,/google+redesign/accessories,1,
3480802313710238491:1478707848,3480802313710238491:1478707848:2,/google+redesign/shop+by+brand/youtube,1,
3480802313710238491:1478707848,3480802313710238491:1478707848:7,/google+redesign/shop+by+brand/youtube,1,
5516956301843854473:1478735196,5516956301843854473:1478735196:12,/google+redesign/electronics/power/quickview,2,
5516956301843854473:1478731084,5516956301843854473:1478731084:4,/google+redesign/electronics/electronics+accessories/quickview,2,
5516956301843854473:1478731084,5516956301843854473:1478731084:6,/google+redesign/electronics/electronics+accessories,1,
5516956301843854473:1478731084,5516956301843854473:1478731084:9,/google+redesign/electronics/electronics+accessories/quickview,2,
5516956301843854473:1478731084,5516956301843854473:1478731084:12,/google+redesign/electronics/electronics+accessories,1,
9711940865789881371:1478727437,9711940865789881371:1478727437:9,/google+redesign/apparel/womens/womens+tshirts/google+womens+vneck+tee+ch.axd,3,
30947127277605233:1478712589,30947127277605233:1478712589:5,/google+redesign/drinkware/quickview,2,
30947127277605233:1478712589,30947127277605233:1478712589:6,/google+redesign/drinkware,3,
9375313974510864309:1478708665,9375313974510864309:1478708665:9,/google+redesign/office/notebooks++journals/quickview,2,
0276648651758070096:1478727399,0276648651758070096:1478727399:17,/google+redesign/electronics/flashlights,1,
3092870845653794561:1479708217,3092870845653794561:1479708217:20,/google+redesign/electronics/power/quickview,2,
3092870845653794561:1479708217,3092870845653794561:1479708217:35,/google+redesign/electronics/audio,1,
3092870845653794561:1479708217,3092870845653794561:1479708217:68,/google+redesign/bags/water+bottles+and+tumblers,1,
3092870845653794561:1479708217,3092870845653794561:1479708217:81,/google+redesign/drinkware/mugs+and+cups,1,
3092870845653794561:1479708217,3092870845653794561:1479708217:97,/google+redesign/bags/backpacks,1,
3092870845653794561:1479708217,3092870845653794561:1479708217:131,/google+redesign/drinkware/bottles/google+insulated+stainless+steel+bottle.axd,3,
3092870845653794561:1479708217,3092870845653794561:1479708217:133,/basket.html,4,
3092870845653794561:1479708217,3092870845653794561:1479708217:142,/google+redesign/office/notebooks++journals/quickview,2,
3092870845653794561:1479708217,3092870845653794561:1479708217:156,/google+redesign/electronics/electronics+accessories,1,
0148599912372821169:1481411270,0148599912372821169:1481411270:4,/google+redesign/apparel/men++s/men++s+t+shirts,1,
4469638933742069002:1481390195,4469638933742069002:1481390195:6,/google+redesign/shop+by+brand/google,1,
4469638933742069002:1481390195,4469638933742069002:1481390195:8,/google+redesign/shop+by+brand/google/quickview,2,
1763670535003916626:1481380463,1763670535003916626:1481380463:8,/google+redesign/electronics,1,
5571978952522330701:1481365763,5571978952522330701:1481365763:6,/google+redesign/bags/shopping+and+totes,1,
5571978952522330701:1481365763,5571978952522330701:1481365763:7,/google+redesign/bags/shopping+and+totes/quickview,2,
5571978952522330701:1481365763,5571978952522330701:1481365763:8,/google+redesign/bags/shopping+and+totes,1,
5963202553837784514:1481441013,5963202553837784514:1481441013:6,/google+redesign/apparel/men++s/men++s+t+shirts,1,
9725212484566327544:1481406981,9725212484566327544:1481406981:6,/google+redesign/drinkware/quickview,2,
9725212484566327544:1481406981,9725212484566327544:1481406981:13,/asearch.html,1,
7125938711267249186:1481363405,7125938711267249186:1481363405:13,/google+redesign/drinkware/mugs+and+cups,3,
3720330278717582940:1481425744,3720330278717582940:1481425744:14,/google+redesign/bags/backpacks,1,
5345276565851241365:1481400642,5345276565851241365:1481400642:15,/yourinfo.html,5,
5345276565851241365:1481400642,5345276565851241365:1481400642:17,/revieworder.html,5,
7924458826638983628:1476121949,7924458826638983628:1476121949:3,/google+redesign/apparel/men++s/men++s+outerwear,1,
2291461483123227646:1476106869,2291461483123227646:1476106869:4,/google+redesign/bags/quickview,2,
6331020693408779240:1476122308,6331020693408779240:1476122308:7,/google+redesign/drinkware/mugs+and+cups,1,
3409137860179720536:1476132001,3409137860179720536:1476132001:7,/google+redesign/apparel,3,
4178850929602194950:1476144737,4178850929602194950:1476144737:11,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
162181063712010106:1476127948,162181063712010106:1476127948:9,/google+redesign/bags/backpacks,1,
2245816460178536832:1477251552,2245816460178536832:1477251552:2,/google+redesign/apparel/men++s/men++s+t+shirts,1,
2245816460178536832:1477251552,2245816460178536832:1477251552:13,/google+redesign/shop+by+brand/google,1,
136994301660707667:1477213025,136994301660707667:1477213025:18,/store.html,1,
136994301660707667:1477213025,136994301660707667:1477213025:19,/store.html/quickview,2,
7419827243173896190:1477236022,7419827243173896190:1477236022:21,/google+redesign/electronics/power,1,
7419827243173896190:1477236022,7419827243173896190:1477236022:22,/google+redesign/electronics/power/quickview,2,
6523689521258381197:1477251837,6523689521258381197:1477251837:6,/google+redesign/apparel/men++s/men++s+t+shirts,3,
6523689521258381197:1477251837,6523689521258381197:1477251837:17,/google+redesign/apparel/headgear,3,
6523689521258381197:1477251837,6523689521258381197:1477251837:24,/google+redesign/apparel/men++s/men++s+t+shirts,1,
6523689521258381197:1477251837,6523689521258381197:1477251837:25,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
6523689521258381197:1477251837,6523689521258381197:1477251837:31,/revieworder.html,5,
7549308697995967647:1477271532,7549308697995967647:1477271532:6,/google+redesign/drinkware/quickview,2,
7549308697995967647:1477271532,7549308697995967647:1477271532:14,/google+redesign/drinkware,1,
7549308697995967647:1477271532,7549308697995967647:1477271532:16,/google+redesign/drinkware,3,
7549308697995967647:1477271532,7549308697995967647:1477271532:25,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
7549308697995967647:1477271532,7549308697995967647:1477271532:39,/google+redesign/apparel/kid+s/kid+s+infant,1,
7549308697995967647:1477271532,7549308697995967647:1477271532:50,/yourinfo.html,5,
6026164606219093077:1480507473,6026164606219093077:1480507473:2,/google+redesign/apparel/headgear,1,
8679294323205453973:1480273973,8679294323205453973:1480273973:6,/google+redesign/shop+by+brand/youtube,1,
9055868175841732320:1480247698,9055868175841732320:1480247698:8,/google+redesign/drinkware,1,
9055868175841732320:1480247698,9055868175841732320:1480247698:9,/google+redesign/drinkware/quickview,2,
7572343021392807822:1480316806,7572343021392807822:1480316806:7,/google+redesign/bags/quickview,2,
9055868175841732320:1480254286,9055868175841732320:1480254286:2,/google+redesign/drinkware/quickview,2,
9055868175841732320:1480254286,9055868175841732320:1480254286:4,/google+redesign/drinkware/quickview,2,
3290765995277477899:1480267791,3290765995277477899:1480267791:31,/revieworder.html,5,
020799173038932230:1480261652,020799173038932230:1480261652:4,/google+redesign/bags/backpacks/quickview,2,
020799173038932230:1480261652,020799173038932230:1480261652:13,/google+redesign/bags/backpacks,1,
020799173038932230:1480261652,020799173038932230:1480261652:33,/google+redesign/bags,1,
7972914578739188448:1480287113,7972914578739188448:1480287113:14,/google+redesign/shop+by+brand/youtube,1,
2647212466031308445:1480257135,2647212466031308445:1480257135:26,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
8568993834443001603:1480273940,8568993834443001603:1480273940:9,/google+redesign/apparel/men++s/men++s+t+shirts,1,
8568993834443001603:1480273940,8568993834443001603:1480273940:26,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
801209136947316705:1480317606,801209136947316705:1480317606:15,/google+redesign/office/notebooks++journals,1,
801209136947316705:1480317606,801209136947316705:1480317606:32,/google+redesign/office/notebooks++journals,3,
801209136947316705:1480317606,801209136947316705:1480317606:55,/google+redesign/accessories/housewares,1,
2046797444872582027:1480269689,2046797444872582027:1480269689:23,/google+redesign/apparel/headgear,1,
2046797444872582027:1480269689,2046797444872582027:1480269689:63,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
268469528689115459:1470781634,268469528689115459:1470781634:3,/google+redesign/apparel/women+s/women+s+outerwear/quickview,2,
4056799887692129654:1470764569,4056799887692129654:1470764569:11,/google+redesign/electronics,1,
0418807337259660982:1470778842,0418807337259660982:1470778842:8,/google+redesign/apparel/women+s/women+s+t+shirts,1,
1950054804441363108:1470760725,1950054804441363108:1470760725:14,/google+redesign/bags,1,
9591400506922179659:1470784099,9591400506922179659:1470784099:4,/google+redesign/lifestyle/quickview,2,
8712849862179455869:1470773982,8712849862179455869:1470773982:8,/google+redesign/apparel/women+s,1,
6659013870490271686:1470800401,6659013870490271686:1470800401:26,/google+redesign/apparel,3,
4853393186113714785:1470766118,4853393186113714785:1470766118:16,/store.html,1,
4853393186113714785:1470766118,4853393186113714785:1470766118:28,/google+redesign/lifestyle,1,
0968235235439652207:1470794021,0968235235439652207:1470794021:36,/google+redesign/apparel/men++s/men++s+outerwear,3,
0968235235439652207:1470794021,0968235235439652207:1470794021:49,/google+redesign/shop+by+brand/google,3,
3745754200111893080:1470754745,3745754200111893080:1470754745:12,/google+redesign/apparel/women+s/women+s+t+shirts,1,
3745754200111893080:1470754745,3745754200111893080:1470754745:26,/google+redesign/apparel/men++s/quickview,2,
3745754200111893080:1470754745,3745754200111893080:1470754745:27,/google+redesign/apparel/men++s,3,
3745754200111893080:1470754745,3745754200111893080:1470754745:46,/google+redesign/bags/quickview,2,
3745754200111893080:1470754745,3745754200111893080:1470754745:62,/google+redesign/apparel/men++s,1,
3745754200111893080:1470754745,3745754200111893080:1470754745:74,/payment.html,5,
3694974073962512722:1482247524,3694974073962512722:1482247524:5,/google+redesign/apparel/men++s/men++s+t+shirts,1,
7997112210777384527:1482239849,7997112210777384527:1482239849:11,/store.html,3,
6500678073157806312:1476026373,6500678073157806312:1476026373:2,/google+redesign/office/writing+instruments,1,
7363447338113131857:1476040250,7363447338113131857:1476040250:4,/google+redesign/electronics/audio/quickview,2,
9606856004868730028:1476074226,9606856004868730028:1476074226:7,/google+redesign/apparel/kid+s/kid+s+toddler,1,
9606856004868730028:1476074226,9606856004868730028:1476074226:9,/google+redesign/apparel/kid+s/kid+s+toddler,3,
7139003176036214771:1476046404,7139003176036214771:1476046404:8,/google+redesign/apparel/men++s/men++s+t+shirts,1,
3290765995277477899:1480267791,3290765995277477899:1480267791:33,/ordercompleted.html,6,ORD201611272006
020799173038932230:1480261652,020799173038932230:1480261652:7,/google+redesign/bags/backpacks/quickview,2,
020799173038932230:1480261652,020799173038932230:1480261652:26,/google+redesign/bags/quickview,2,
020799173038932230:1480261652,020799173038932230:1480261652:31,/google+redesign/bags,1,
2647212466031308445:1480257135,2647212466031308445:1480257135:27,/google+redesign/apparel/women+s/women+s+t+shirts,1,
2647212466031308445:1480257135,2647212466031308445:1480257135:32,/google+redesign/office/notebooks++journals,1,
8568993834443001603:1480273940,8568993834443001603:1480273940:45,/yourinfo.html,5,
8568993834443001603:1480273940,8568993834443001603:1480273940:46,/yourinfo.html,5,
801209136947316705:1480317606,801209136947316705:1480317606:13,/google+redesign/office/notebooks++journals,1,
801209136947316705:1480317606,801209136947316705:1480317606:16,/google+redesign/office/notebooks++journals/quickview,2,
801209136947316705:1480317606,801209136947316705:1480317606:24,/google+redesign/office/notebooks++journals/quickview,2,
801209136947316705:1480317606,801209136947316705:1480317606:26,/google+redesign/office/notebooks++journals/quickview,2,
801209136947316705:1480317606,801209136947316705:1480317606:27,/google+redesign/office/notebooks++journals,1,
801209136947316705:1480317606,801209136947316705:1480317606:30,/google+redesign/office/notebooks++journals,1,
801209136947316705:1480317606,801209136947316705:1480317606:37,/google+redesign/office/notebooks++journals,1,
2046797444872582027:1480269689,2046797444872582027:1480269689:41,/google+redesign/apparel/women+s/women+s+t+shirts,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:10,/google+redesign/apparel,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:11,/google+redesign/apparel/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:29,/google+redesign/electronics/audio/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:38,/google+redesign/bags/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:47,/google+redesign/bags/water+bottles+and+tumblers,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:51,/google+redesign/bags/water+bottles+and+tumblers,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:58,/google+redesign/bags/water+bottles+and+tumblers/quickview,2,
1195443770877125809:1478731708,1195443770877125809:1478731708:27,/google+redesign/bags/shopping+and+totes/quickview,2,
1195443770877125809:1478731708,1195443770877125809:1478731708:41,/google+redesign/bags/water+bottles+and+tumblers/quickview,2,
1195443770877125809:1478731708,1195443770877125809:1478731708:60,/revieworder.html,5,
3671886488872927845:1482501574,3671886488872927845:1482501574:11,/google+redesign/accessories/fun,1,
1536562432415814933:1482550384,1536562432415814933:1482550384:2,/google+redesign/shop+by+brand/youtube/quickview,2,
1536562432415814933:1482550384,1536562432415814933:1482550384:10,/google+redesign/shop+by+brand/youtube/quickview,2,
1536562432415814933:1482550384,1536562432415814933:1482550384:17,/google+redesign/apparel/men++s/men++s+outerwear,1,
5028269637803090356:1482532479,5028269637803090356:1482532479:4,/google+redesign/gift+cards,1,
5028269637803090356:1482532479,5028269637803090356:1482532479:32,/ordercompleted.html,6,ORD201612231479
1830678414845743421:1481395173,1830678414845743421:1481395173:28,/google+redesign/apparel,1,
1830678414845743421:1481395173,1830678414845743421:1481395173:49,/ordercompleted.html,6,ORD201612102101
3242264794006521572:1481404952,3242264794006521572:1481404952:9,/google+redesign/apparel/women+s/women+s+t+shirts,1,
3242264794006521572:1481404952,3242264794006521572:1481404952:18,/google+redesign/bags/water+bottles+and+tumblers,1,
3242264794006521572:1481404952,3242264794006521572:1481404952:37,/google+redesign/accessories/fun,1,
3242264794006521572:1481404952,3242264794006521572:1481404952:72,/google+redesign/electronics/electronics+accessories,1,
3242264794006521572:1481404952,3242264794006521572:1481404952:73,/google+redesign/electronics/electronics+accessories/quickview,2,
9670527874451274496:1482267195,9670527874451274496:1482267195:8,/google+redesign/bags/backpacks,1,
9670527874451274496:1482267195,9670527874451274496:1482267195:13,/google+redesign/bags/backpacks,1,
5509755810227036762:1482241157,5509755810227036762:1482241157:7,/google+redesign/electronics/power,3,
4352936986511804438:1482268850,4352936986511804438:1482268850:10,/google+redesign/office/stickers/youtube+custom+decals.axd,3,
5492567331233284123:1482254293,5492567331233284123:1482254293:5,/google+redesign/bags/backpacks,1,
5492567331233284123:1482254293,5492567331233284123:1482254293:17,/google+redesign/accessories/stickers/quickview,2,
3334050622921092927:1482279560,3334050622921092927:1482279560:6,/google+redesign/apparel/men++s/home,1,
3334050622921092927:1482279560,3334050622921092927:1482279560:13,/google+redesign/apparel/men++s/home,3,
3770579042930860477:1482300903,3770579042930860477:1482300903:17,/google+redesign/office/writing+instruments/quickview,2,
1613622528517676131:1482281566,1613622528517676131:1482281566:8,/google+redesign/accessories/stickers,1,
1613622528517676131:1482281566,1613622528517676131:1482281566:9,/google+redesign/accessories/stickers/quickview,2,
1613622528517676131:1482281566,1613622528517676131:1482281566:14,/google+redesign/accessories/stickers,1,
1613622528517676131:1482281566,1613622528517676131:1482281566:15,/google+redesign/accessories/stickers/quickview,2,
1613622528517676131:1482281566,1613622528517676131:1482281566:22,/google+redesign/accessories/stickers/quickview,2,
1613622528517676131:1482281566,1613622528517676131:1482281566:23,/google+redesign/accessories/stickers,1,
5853288509325649102:1482282642,5853288509325649102:1482282642:18,/google+redesign/bags/water+bottles+and+tumblers,1,
5853288509325649102:1482282642,5853288509325649102:1482282642:47,/google+redesign/office/writing+instruments/quickview,2,
5853288509325649102:1482282642,5853288509325649102:1482282642:48,/google+redesign/office/writing+instruments,1,
1127660750006978747:1482300208,1127660750006978747:1482300208:41,/google+redesign/electronics/electronics+accessories,1,
6667883462000849537:1481746073,6667883462000849537:1481746073:2,/google+redesign/shop+by+brand/youtube,1,
1321610994214648236:1481779369,1321610994214648236:1481779369:4,/google+redesign/apparel,1,
9561748195101270961:1481781943,9561748195101270961:1481781943:6,/google+redesign/apparel,3,
6516437205732256254:1481743494,6516437205732256254:1481743494:8,/google+redesign/office/notebooks++journals,1,
8668085394784319119:1481756356,8668085394784319119:1481756356:4,/google+redesign/apparel/men++s/men++s+outerwear,1,
3317560668778188891:1481738168,3317560668778188891:1481738168:6,/google+redesign/apparel/women+s/women+s+t+shirts,3,
3317560668778188891:1481738168,3317560668778188891:1481738168:7,/google+redesign/apparel/women+s/women+s+t+shirts,1,
5853813829327130343:1481763203,5853813829327130343:1481763203:3,/google+redesign/office/writing+instruments,1,
7113974219816402967:1481775223,7113974219816402967:1481775223:15,/asearch.html/quickview,2,
1720006022504089919:1481756581,1720006022504089919:1481756581:11,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
1720006022504089919:1481756581,1720006022504089919:1481756581:14,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+red.axd,3,
4365628753770336933:1481743314,4365628753770336933:1481743314:14,/yourinfo.html,5,
4365628753770336933:1481743314,4365628753770336933:1481743314:15,/yourinfo.html,5,
8954930242242598956:1481756737,8954930242242598956:1481756737:7,/google+redesign/apparel,3,
8954930242242598956:1481756737,8954930242242598956:1481756737:8,/google+redesign/apparel,3,
1862158677522675366:1481772931,1862158677522675366:1481772931:18,/payment.html,5,
1862158677522675366:1481772931,1862158677522675366:1481772931:19,/yourinfo.html,5,
9577750777261605301:1481765621,9577750777261605301:1481765621:15,/google+redesign/office/office+other,3,
5187340358678351508:1480556081,5187340358678351508:1480556081:4,/google+redesign/accessories/stickers,1,
5319261355721561611:1480548568,5319261355721561611:1480548568:6,/asearch.html,1,
362749493954519989:1480527216,362749493954519989:1480527216:7,/asearch.html/quickview,2,
3525016898442402956:1480522899,3525016898442402956:1480522899:9,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
9939855971931396137:1480546258,9939855971931396137:1480546258:8,/google+redesign/shop+by+brand/youtube/quickview,2,
6431612783925997248:1480526664,6431612783925997248:1480526664:5,/google+redesign/wearables/men+s+t-shirts,1,
6431612783925997248:1480526664,6431612783925997248:1480526664:10,/google+redesign/wearables/men+s+t-shirts,1,
1859162206096340355:1480542062,1859162206096340355:1480542062:5,/asearch.html/quickview,2,
1859162206096340355:1480542062,1859162206096340355:1480542062:8,/asearch.html/quickview,2,
4866601788347310264:1480571493,4866601788347310264:1480571493:10,/google+redesign/apparel,3,
4866601788347310264:1480571493,4866601788347310264:1480571493:11,/google+redesign/apparel,1,
4866601788347310264:1480571493,4866601788347310264:1480571493:17,/google+redesign/apparel,1,
33024620802809684:1480553061,33024620802809684:1480553061:19,/basket.html,4,
33024620802809684:1480553061,33024620802809684:1480553061:25,/basket.html,4,
5541286179374123677:1479166443,5541286179374123677:1479166443:8,/google+redesign/apparel,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:9,/google+redesign/apparel/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:13,/google+redesign/apparel/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:17,/google+redesign/apparel/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:19,/google+redesign/drinkware/mugs+and+cups,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:30,/google+redesign/electronics/audio,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:42,/google+redesign/bags,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:48,/google+redesign/bags/water+bottles+and+tumblers/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:49,/google+redesign/bags/water+bottles+and+tumblers,1,
5541286179374123677:1479166443,5541286179374123677:1479166443:52,/google+redesign/bags/water+bottles+and+tumblers/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:68,/google+redesign/office/notebooks++journals/quickview,2,
5541286179374123677:1479166443,5541286179374123677:1479166443:72,/google+redesign/bags/backpacks,1,
1569965678811208362:1479183535,1569965678811208362:1479183535:9,/google+redesign/electronics/electronics+accessories,1,
383083436389104117:1479145552,383083436389104117:1479145552:14,/ordercompleted.html,6,ORD201611142376
3631177129989148043:1479186001,3631177129989148043:1479186001:12,/google+redesign/bags/backpacks,1,
1866971187357908474:1479175828,1866971187357908474:1479175828:18,/basket.html,4,
833578923660418003:1479143817,833578923660418003:1479143817:7,/asearch.html,1,
833578923660418003:1479143817,833578923660418003:1479143817:27,/revieworder.html,5,
9375313974510864309:1479147410,9375313974510864309:1479147410:10,/google+redesign/office/notebooks++journals,3,
9375313974510864309:1479147410,9375313974510864309:1479147410:14,/google+redesign/office/writing+instruments,1,
9375313974510864309:1479147410,9375313974510864309:1479147410:15,/google+redesign/office/writing+instruments,3,
1991101910951840024:1479161879,1991101910951840024:1479161879:7,/google+redesign/apparel/headgear/quickview,2,
1991101910951840024:1479161879,1991101910951840024:1479161879:14,/google+redesign/apparel/men++s/men++s+t+shirts,1,
9939316298023399137:1479140853,9939316298023399137:1479140853:18,/google+redesign/drinkware/quickview,2,
6553890260973501420:1479176835,6553890260973501420:1479176835:3,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
4142660045600313232:1470450847,4142660045600313232:1470450847:10,/google+redesign/lifestyle/quickview,2,
5028327649793847107:1470446353,5028327649793847107:1470446353:21,/google+redesign/office,3,
1724034092991269665:1470398588,1724034092991269665:1470398588:28,/google+redesign/apparel/quickview,2,
1724034092991269665:1470398588,1724034092991269665:1470398588:31,/google+redesign/apparel,1,
8868569484719934197:1470418612,8868569484719934197:1470418612:37,/yourinfo.html,5,
8868569484719934197:1470418612,8868569484719934197:1470418612:42,/google+redesign/lifestyle/quickview,2,
8868569484719934197:1470418612,8868569484719934197:1470418612:45,/yourinfo.html,5,
